classificador,base,acc
0,0,0.9552238805970148
0,1,0.9776119402985073
0,2,0.8982035928143715
0,3,0.8622754491017968
0,4,0.8901389808074128
0,5,0.9710610932475882
0,6,0.999755037050646
1,0,0.9552238805970148
1,1,0.9776119402985073
1,2,0.8982035928143715
1,3,0.8622754491017968
1,4,0.4579748510919919
1,5,0.9710610932475882
1,6,0.999755037050646
0,0,0.9548872180451128
0,1,0.9700374531835205
0,2,0.8935532233883067
0,3,0.8935532233883063
0,4,0.8493876199933788
0,5,0.9790660225442831
0,6,0.9998775147747814
1,0,0.9548872180451128
1,1,0.9700374531835205
1,2,0.8935532233883067
1,3,0.8935532233883063
1,4,0.435948361469712
1,5,0.9790660225442831
1,6,0.9998775147747814
0,0,0.9547738693467334
0,1,0.975
0,2,0.899
0,3,0.9029999999999998
0,4,0.8565438093136157
0,5,0.8818474758324377
0,6,0.9998775135245445
1,0,0.9547738693467334
1,1,0.975
1,2,0.899
1,3,0.9029999999999998
1,4,0.416243654822335
1,5,0.9387755102040806
1,6,0.9998775135245445
0,0,0.943396226415094
0,1,0.973733583489681
0,2,0.7104276069017256
0,3,0.6999249812453109
0,4,0.8381062737957269
0,5,0.8162771958098306
0,6,0.9998928237869954
1,0,0.943396226415094
1,1,0.973733583489681
1,2,0.7914478619654917
1,3,0.7929482370592643
1,4,0.4121834133421614
1,5,0.8879935535858171
1,6,0.9998928237869954
0,0,0.9516616314199399
0,1,0.9759759759759759
0,2,0.6116446578631446
0,3,0.5864345738295315
0,4,0.8332671169381509
0,5,0.7736943907156669
0,6,0.999669283815728
1,0,0.9516616314199399
1,1,0.9759759759759759
1,2,0.7334933973589434
1,3,0.7346938775510202
1,4,0.41848761753410185
1,5,0.8607350096711788
1,6,0.9677000526696147
0,0,0.9571788413098239
0,1,0.9762202753441808
0,2,0.6043021510755372
0,3,0.5302651325662829
0,4,0.8419600485597605
0,5,0.7737775389575493
0,6,0.9997244026171462
1,0,0.9571788413098239
1,1,0.9762202753441808
1,2,0.6943471735867922
1,3,0.6953476738369181
1,4,0.4353824081227242
1,5,0.8328855454056953
1,6,0.9527197378762623
0,0,0.9632829373650112
0,1,0.9763948497854082
0,2,0.5840480274442534
0,3,0.5613207547169807
0,4,0.8433450004729922
0,5,0.7798249654537079
0,6,0.9997637733273795
1,0,0.9632829373650112
1,1,0.9763948497854082
1,2,0.6668096054888497
1,3,0.6676672384219551
1,4,0.44858575347649254
1,5,0.8125287885766925
1,6,0.9578641609141083
0,0,0.9659735349716447
0,1,0.9577464788732396
0,2,0.6112570356472791
0,3,0.6007504690431514
0,4,0.8434732224153636
0,5,0.79161628375655
0,6,0.9997550239234443
1,0,0.9659735349716447
1,1,0.9558685446009392
1,2,0.6461538461538456
1,3,0.6469043151969978
1,4,0.44648621802830857
1,5,0.8093510681176938
1,6,0.8423885167464032
0,0,0.9697478991596638
0,1,0.9290484140233722
0,2,0.6380920613742486
0,3,0.6344229486324202
0,4,0.8447502023397842
0,5,0.8090290218559661
0,6,0.9997822433022839
1,0,0.9697478991596638
1,1,0.904841402337229
1,2,0.6297531687791856
1,3,0.6304202801867909
1,4,0.45154881907144434
1,5,0.8298101039054095
1,6,0.7487972344899335
0,0,0.9712556732223905
0,1,0.9218632607062363
0,2,0.5926148303812656
0,3,0.5803062143500429
0,4,0.8476259850341048
0,5,0.8239277652370203
0,6,0.999767272370945
1,0,0.9712556732223905
1,1,0.8647633358377165
1,2,0.6166316421495041
1,3,0.6172320624437103
1,4,0.4529501357525986
1,5,0.846823605288616
1,6,0.6739179696351654
0,0,0.972489683631362
0,1,0.9234972677595629
0,2,0.5638646288209593
0,3,0.5387554585152813
0,4,0.8396845463849272
0,5,0.8317209029610091
0,6,0.9997884293103316
1,0,0.972489683631362
1,1,0.8312841530054644
1,2,0.606168122270743
1,3,0.6067139737991264
1,4,0.4488591896935757
1,5,0.8554676048079735
1,6,0.6126753113708101
0,0,0.9722572509457762
0,1,0.926111458985598
0,2,0.57142857142857
0,3,0.5201401050788073
0,4,0.8417857734120641
0,5,0.8363343187315243
0,6,0.9997907490672977
1,0,0.9722572509457762
1,1,0.8040075140889164
1,2,0.5971978984238182
1,3,0.5976982737052784
1,4,0.4422493239887411
1,5,0.8610588551464653
1,6,0.5616192959982024
0,0,0.973224679860303
0,1,0.9260115606936415
0,2,0.5614318706697434
0,3,0.5297921478060028
0,4,0.8408129998471829
0,5,0.8437112379062268
0,6,0.999806845217055
1,0,0.973224679860303
1,1,0.7803468208092478
1,2,0.5898383371824487
1,3,0.5903002309468824
1,4,0.44098619530334604
1,5,0.863309352517984
1,6,0.5184227263090878
0,0,0.9729729729729734
0,1,0.9264626945786366
0,2,0.5846021874329811
0,3,0.5483594252627034
0,4,0.8395061728395083
0,5,0.850956000921447
0,6,0.999571290459457
1,0,0.9729729729729734
1,1,0.7606011808910351
1,2,0.5835299163628574
1,3,0.5839588247909073
1,4,0.44094413698500484
1,5,0.8689242110112856
1,6,0.48139706815169037
0,0,0.9727547931382446
0,1,0.9273547094188378
0,2,0.6040832666132896
0,3,0.5694555644515579
0,4,0.8379762482892604
0,5,0.8555149430230066
0,6,0.9995998709788061
1,0,0.9727547931382446
1,1,0.7429859719438867
1,2,0.5778622898318669
1,3,0.5782626100880709
1,4,0.43371153591452916
1,5,0.8755106428724994
1,6,0.4493040613095637
0,0,0.9508041627246929
0,1,0.9145138562705497
0,2,0.596734847063238
0,3,0.5398761493713611
0,4,0.8332850461487552
0,5,0.859705704495063
0,6,0.9996248789469016
1,0,0.9508041627246929
1,1,0.7280413339596046
1,2,0.5729029836742368
1,3,0.5732782886094948
1,4,0.43148048507925985
1,5,0.8788550695424304
1,6,0.42122649273298335
0,0,0.9296527159394484
0,1,0.9014146772767464
0,2,0.5997880607559154
0,3,0.5155422112327775
0,4,0.8272759144560056
0,5,0.8662492885600477
0,6,0.9992758766036033
1,0,0.9243098842386469
1,1,0.7144120247568517
1,2,0.5687036382903586
1,3,0.5690568703638292
1,4,0.4310700790775589
1,5,0.88294441282489
1,6,0.39706459829163926
0,0,0.9100084104289324
0,1,0.8906054279749479
0,2,0.604336947456212
0,3,0.5092577147623002
0,4,0.8260917552702295
0,5,0.8693782476258751
0,6,0.9993161055443077
1,0,0.9007569386038692
1,1,0.7027139874739039
1,2,0.5648040033361151
1,3,0.5651376146789002
1,4,0.43096280490048294
1,5,0.8865794660455109
1,6,0.37500552899745976
0,0,0.8956175298804788
0,1,0.88488924050633
0,2,0.5918141592920345
0,3,0.5134323640960791
0,4,0.8224530340524956
0,5,0.8723476489560362
0,6,0.9993488764896064
1,0,0.8796812749003988
1,1,0.6918512658227849
1,2,0.5614728192161834
1,3,0.5617888748419732
1,4,0.42793907497124484
1,5,0.8874554405024608
1,6,0.35527490628011343
0,0,0.8811506434519311
0,1,0.8797444569710638
0,2,0.5826452484611906
0,3,0.5302507131061394
0,4,0.8164299195390925
0,5,0.8717948717948723
0,6,0.9993599970602668
1,0,0.860711582134747
1,1,0.6824502066892149
1,2,0.5584747034979753
1,3,0.5587749587149096
1,4,0.42617794112777785
1,5,0.8863086598935663
1,6,0.3375142775775396
0,0,0.8702235039653938
0,1,0.8768790264853263
0,2,0.585358879039175
0,3,0.5478981984558187
0,4,0.8132193875942137
0,5,0.8751343879588391
0,6,0.9993904733018499
1,0,0.8435472242249462
1,1,0.673586256263422
1,2,0.5556191020875065
1,3,0.5559050614812711
1,4,0.4252782945980903
1,5,0.8874212870526808
1,6,0.3214422159940947
0,0,0.8568479008947014
0,1,0.874274000683294
0,2,0.5773167735771786
0,3,0.5401938037395927
0,4,0.8089461485205189
0,5,0.8768509016273275
0,6,0.9994042598206643
1,0,0.8279421885753616
1,1,0.6658694909463617
1,2,0.5530230653746437
1,3,0.5532960283881541
1,4,0.4256644893290405
1,5,0.8890192053951029
1,6,0.3068312468507894
0,0,0.8472679394338393
0,1,0.8679738562091506
0,2,0.5791122715404682
0,3,0.5412532637075712
0,4,0.8049581065906573
0,5,0.8802412003926522
0,6,0.9994301614986255
1,0,0.8136932192231734
1,1,0.6584967320261442
1,2,0.550783289817235
1,3,0.5510443864229769
1,4,0.42483660130719064
1,5,0.8921609872388154
1,6,0.29349079338028433
0,0,0.8391167192429033
0,1,0.8578139680551204
0,2,0.5803828349806067
0,3,0.5474790441636426
0,4,0.8033718716370984
0,5,0.8830802311517265
0,6,0.9994539047089234
1,0,0.8006309148264983
1,1,0.6520513623551524
1,2,0.5486050294007287
1,3,0.5488552483423004
1,4,0.4204630115063067
1,5,0.8958473323478024
1,6,0.28126204152875567
0,0,0.836462749848578
0,1,0.8496692723992779
0,2,0.573264472736007
0,3,0.5421570982464576
0,4,0.8006940213504262
0,5,0.887240356083086
0,6,0.9990886842511404
1,0,0.7886129618413084
1,1,0.6458208057727007
1,2,0.5467211145808342
1,3,0.5469613259668515
1,4,0.4176842997536503
1,5,0.9000129015610892
1,6,0.2725887491701306
0,0,0.8351776354106011
0,1,0.8511130384504192
0,2,0.5675020210185928
0,3,0.5481002425222324
0,4,0.7965665673314488
0,5,0.8912045651904226
0,6,0.9987444909535019
1,0,0.7775189283634245
1,1,0.6403584851113041
1,2,0.5449820995496037
1,3,0.5452130731031307
1,4,0.41853238582817703
1,5,0.9038580821238056
1,6,0.2712276428700906
0,0,0.8401570386988233
0,1,0.8499443207126948
0,2,0.5675044483985762
0,3,0.5616103202846984
0,4,0.7995388879350516
0,5,0.8946362441763226
0,6,0.9987909911830769
1,0,0.7672462142456534
1,1,0.6350222717149221
1,2,0.5432606761565848
1,3,0.5434830960854096
1,4,0.4237080277648349
1,5,0.9074184685222781
1,6,0.2982146138090024
0,0,0.8447809626825322
0,1,0.8507382550335564
0,2,0.5637533512064339
0,3,0.5483109919571061
0,4,0.8024881152290633
0,5,0.8983988019813377
0,6,0.9988319826765972
1,0,0.7577068685776093
1,1,0.6303355704697992
1,2,0.5416621983914218
1,3,0.5418766756032178
1,4,0.42645632790142385
1,5,0.9107245709019687
1,6,0.3232651989894591
0,0,0.8480417754569204
0,1,0.8527734577501284
0,2,0.5647131911368795
0,3,0.5401739490577769
0,4,0.8030417209015576
0,5,0.9017906795684563
0,6,0.9988722590509677
1,0,0.748825065274151
1,1,0.6257128045619502
1,2,0.5402774901635965
1,3,0.5404845723752332
1,4,0.4265488342353459
1,5,0.9131353575798012
1,6,0.3442291975088254
0,0,0.8520949015648676
0,1,0.8539213229766964
0,2,0.5656090481433268
0,3,0.5454909418476642
0,4,0.8029403324429953
0,5,0.9022685732716904
0,6,0.9989098503391928
1,0,0.7405350832912665
1,1,0.6216487095965929
1,2,0.5388849964968487
1,3,0.5390851766589939
1,4,0.42667932275225856
1,5,0.9145253198580785
1,6,0.3655696440273363
